Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_group,Deck,Title,FamilySize,IsAlone
0,T,0,28.0,0,0,7.7292,Q,Young Adult,U,Mr,1,1
1,S,1,17.0,0,0,12.0,C,Teenager,U,Miss,1,1
1,F,0,36.0,1,2,112.07915,S,Adult,B,Mr,4,0
1,T,0,21.0,0,0,7.7958,S,Young Adult,U,Mr,1,1
0,T,0,28.0,2,0,7.925,S,Young Adult,U,Mr,3,0
1,F,1,23.0,1,0,112.07915,C,Young Adult,D,Miss,2,0
1,T,1,24.0,0,2,16.7,S,Young Adult,G,Mrs,3,0
0,T,0,22.0,0,0,7.7958,S,Young Adult,U,Mr,1,1
0,T,1,31.0,0,0,7.8542,S,Young Adult,U,Miss,1,1
0,S,0,46.0,0,0,26.0,S,Adult,U,Mr,1,1
0,S,0,23.0,0,0,10.5,S,Young Adult,U,Dr,1,1
1,S,1,28.0,0,0,12.65,S,Young Adult,U,Mrs,1,1
1,T,0,39.0,0,0,7.925,S,Adult,U,Mr,1,1
0,T,0,26.0,0,0,8.05,S,Young Adult,U,Mr,1,1
0,T,1,21.0,1,0,9.825,S,Young Adult,U,Miss,2,0
0,T,0,28.0,1,0,15.85,S,Young Adult,U,Mr,2,0
0,T,1,20.0,0,0,8.6625,S,Young Adult,U,Miss,1,1
0,S,0,34.0,1,0,21.0,S,Young Adult,U,Mr,2,0
0,T,0,51.0,0,0,7.75,S,Adult,U,Mr,1,1
1,S,0,3.0,1,1,18.75,S,Child,U,Master,3,0
0,T,0,21.0,0,0,7.775,S,Young Adult,U,Mr,1,1
0,T,1,28.0,3,1,25.4667,S,Young Adult,U,Miss,5,0
0,T,0,28.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,6.8583,Q,Young Adult,U,Mr,1,1
1,F,1,33.0,1,0,90.0,Q,Young Adult,C,Miss,2,0
0,S,0,28.0,0,0,0.0,S,Young Adult,U,Mr,1,1
1,T,0,44.0,0,0,7.925,S,Adult,U,Mr,1,1
0,T,1,28.0,0,0,8.05,S,Young Adult,U,Mrs,1,1
1,S,1,34.0,1,1,32.5,S,Young Adult,U,Mrs,3,0
1,S,1,18.0,0,2,13.0,S,Teenager,U,Miss,3,0
0,S,0,30.0,0,0,13.0,S,Young Adult,U,Mr,1,1
0,T,1,10.0,0,2,24.15,S,Child,U,Miss,3,0
0,T,0,28.0,0,0,7.8958,C,Young Adult,U,Mr,1,1
0,T,0,21.0,0,0,7.7333,Q,Young Adult,U,Mr,1,1
0,T,0,29.0,0,0,7.875,S,Young Adult,U,Mr,1,1
0,T,1,28.0,1,1,14.4,S,Young Adult,U,Mrs,3,0
0,T,0,18.0,1,1,20.2125,S,Teenager,U,Mr,3,0
0,T,0,28.0,0,0,7.25,S,Young Adult,U,Mr,1,1
1,S,1,28.0,1,0,26.0,S,Young Adult,U,Mrs,2,0
1,S,1,19.0,0,0,26.0,S,Young Adult,U,Miss,1,1
0,T,0,28.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
1,T,0,32.0,0,0,8.05,S,Young Adult,E,Mr,1,1
1,F,0,28.0,0,0,26.55,S,Young Adult,C,Mr,1,1
1,T,1,28.0,1,0,16.1,S,Young Adult,U,Mrs,2,0
1,S,1,42.0,1,0,26.0,S,Adult,U,Mrs,2,0
0,T,0,17.0,0,0,7.125,S,Teenager,U,Mr,1,1
0,F,0,50.0,1,0,55.9,S,Adult,E,Mr,2,0
1,F,1,14.0,1,2,112.07915,S,Teenager,B,Miss,4,0
0,T,1,21.0,2,2,34.375,S,Young Adult,U,Miss,5,0
1,S,1,24.0,2,3,18.75,S,Young Adult,U,Mrs,6,0
0,F,0,54.0,1,4,112.07915,S,Elderly,C,Mr,6,0
0,S,0,31.0,0,0,10.5,S,Young Adult,U,Mr,1,1
1,S,1,45.0,1,1,26.25,S,Adult,U,Mrs,3,0
0,T,0,20.0,0,0,9.5,S,Young Adult,U,Mr,1,1
0,T,0,25.0,1,0,7.775,S,Young Adult,U,Mr,2,0
1,S,1,28.0,0,0,13.0,S,Young Adult,U,Ms,1,1
1,T,0,28.0,0,0,8.1125,S,Young Adult,U,Mr,1,1
1,F,0,4.0,0,2,81.8583,S,Child,A,Master,3,0
1,S,1,13.0,0,1,19.5,S,Teenager,U,Miss,2,0
1,F,0,34.0,0,0,26.55,S,Young Adult,U,Mr,1,1
1,T,1,5.0,2,1,19.2583,C,Child,U,Miss,4,0
1,F,0,52.0,0,0,30.5,S,Adult,C,Major,1,1
0,S,0,36.0,1,2,27.75,S,Adult,U,Mr,4,0
0,T,0,28.0,1,0,19.9667,S,Young Adult,U,Mr,2,0
0,F,0,30.0,0,0,27.75,C,Young Adult,C,Mr,1,1
1,F,0,49.0,1,0,89.1042,C,Adult,C,Mr,2,0
0,T,0,28.0,0,0,8.05,S,Young Adult,U,Mr,1,1
1,T,0,29.0,0,0,7.8958,C,Young Adult,U,Mr,1,1
0,F,0,54.0,0,0,26.55,S,Elderly,E,Mr,1,1
1,F,1,28.0,1,0,51.8625,S,Young Adult,D,Mrs,2,0
1,S,1,50.0,0,0,10.5,S,Adult,U,Miss,1,1
0,T,0,28.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
1,F,0,48.0,0,0,26.55,S,Adult,E,Mr,1,1
0,T,0,34.0,0,0,8.05,S,Young Adult,U,Mr,1,1
0,F,0,47.0,0,0,38.5,S,Adult,E,Mr,1,1
0,S,0,48.0,0,0,13.0,S,Adult,U,Mr,1,1
0,T,0,28.0,0,0,8.05,S,Young Adult,U,Mr,1,1
0,T,0,38.0,0,0,7.05,S,Adult,U,Mr,1,1
0,S,0,28.0,0,0,0.0,S,Young Adult,U,Mr,1,1
0,F,0,54.0,0,0,26.55,S,Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.725,Q,Young Adult,U,Mr,1,1
1,T,1,0.75,2,1,19.2583,C,Child,U,Miss,4,0
0,T,0,28.0,0,0,7.25,S,Young Adult,U,Mr,1,1
0,T,0,38.0,0,0,8.6625,S,Adult,U,Mr,1,1
1,S,1,33.0,1,2,27.75,S,Young Adult,U,Mrs,4,0
1,S,1,23.0,0,0,13.7917,C,Young Adult,D,Mrs,1,1
0,T,1,22.0,0,0,9.8375,S,Young Adult,U,Miss,1,1
0,F,0,28.0,0,0,52.0,S,Young Adult,A,Mr,1,1
0,S,0,34.0,1,0,21.0,S,Young Adult,U,Mr,2,0
0,T,0,29.0,1,0,7.0458,S,Young Adult,U,Mr,2,0
0,T,0,22.0,0,0,7.5208,S,Young Adult,U,Mr,1,1
1,T,1,2.0,0,1,12.2875,S,Child,U,Miss,2,0
0,T,0,9.0,5,2,46.9,S,Child,U,Master,8,0
0,S,0,28.0,0,0,0.0,S,Young Adult,U,Mr,1,1
0,T,0,50.0,0,0,8.05,S,Adult,U,Mr,1,1
1,T,1,54.0,0,0,9.5875,S,Elderly,U,Mrs,1,1
1,F,0,25.0,1,0,91.0792,C,Young Adult,B,Mr,2,0
0,T,1,28.0,3,1,25.4667,S,Young Adult,U,Miss,5,0
1,F,1,35.0,1,0,90.0,S,Young Adult,C,Mrs,2,0
0,F,0,54.0,0,0,29.7,C,Adult,B,Mr,1,1
0,T,0,30.0,0,0,8.05,S,Young Adult,U,Mr,1,1
1,T,0,9.0,1,1,15.9,S,Child,U,Master,3,0
0,T,0,28.0,1,0,19.9667,S,Young Adult,U,Mr,2,0
0,T,0,21.0,0,0,7.25,S,Young Adult,U,Mr,1,1
0,F,0,54.0,0,0,30.5,S,Adult,C,Mr,1,1
0,F,0,54.0,0,0,49.5042,C,Elderly,U,Mr,1,1
0,T,0,21.0,0,0,8.05,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,14.4583,C,Young Adult,U,Mr,1,1
1,F,1,54.0,1,0,78.2667,C,Adult,D,Miss,2,0
0,T,0,28.0,0,0,15.1,S,Young Adult,U,Mr,1,1
0,F,1,25.0,1,2,112.07915,S,Young Adult,C,Mrs,4,0
0,T,0,24.0,0,0,7.7958,S,Young Adult,U,Mr,1,1
0,T,0,17.0,0,0,8.6625,S,Teenager,U,Mr,1,1
0,T,1,21.0,0,0,7.75,Q,Young Adult,U,Miss,1,1
0,T,1,28.0,0,0,7.6292,Q,Young Adult,U,Miss,1,1
0,T,1,37.0,0,0,9.5875,S,Adult,U,Miss,1,1
1,F,1,16.0,0,0,86.5,S,Teenager,B,Miss,1,1
0,F,0,18.0,1,0,108.9,C,Teenager,C,Mr,2,0
1,S,1,33.0,0,2,26.0,S,Young Adult,U,Mrs,3,0
1,F,0,28.0,0,0,26.55,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,22.525,S,Young Adult,U,Mr,1,1
1,T,0,26.0,0,0,56.4958,S,Young Adult,U,Mr,1,1
1,T,0,29.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,8.05,S,Young Adult,U,Mr,1,1
1,F,0,36.0,0,0,26.2875,S,Adult,E,Mr,1,1
1,F,1,54.0,1,0,59.4,C,Adult,U,Mrs,2,0
0,T,0,24.0,0,0,7.4958,S,Young Adult,U,Mr,1,1
0,F,0,47.0,0,0,34.0208,S,Adult,D,Mr,1,1
1,S,1,34.0,0,0,10.5,S,Young Adult,F,Mrs,1,1
0,T,0,28.0,0,0,24.15,Q,Young Adult,U,Mr,1,1
1,S,1,36.0,1,0,26.0,S,Adult,U,Mrs,2,0
0,T,0,32.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,F,1,30.0,0,0,93.5,S,Young Adult,B,Miss,1,1
0,T,0,22.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.225,C,Young Adult,U,Mr,1,1
1,F,1,44.0,0,1,57.9792,C,Adult,B,Mrs,2,0
0,T,0,28.0,0,0,7.2292,C,Young Adult,U,Mr,1,1
0,T,0,40.5,0,0,7.75,Q,Adult,U,Mr,1,1
1,S,1,50.0,0,0,10.5,S,Adult,U,Miss,1,1
0,F,0,28.0,0,0,112.07915,S,Young Adult,C,Mr,1,1
0,T,0,39.0,0,0,7.925,S,Adult,U,Mr,1,1
0,S,0,23.0,2,1,11.5,S,Young Adult,U,Mr,4,0
1,S,1,2.0,1,1,26.0,S,Child,U,Miss,3,0
0,T,0,28.0,0,0,7.2292,C,Young Adult,U,Mr,1,1
0,T,0,17.0,1,1,7.2292,C,Teenager,U,Mr,3,0
1,T,1,28.0,0,2,22.3583,C,Young Adult,U,Mrs,3,0
0,T,1,30.0,0,0,8.6625,S,Young Adult,U,Miss,1,1
1,S,1,7.0,0,2,26.25,S,Child,U,Miss,3,0
0,F,0,45.0,0,0,26.55,S,Adult,B,Major,1,1
1,F,1,30.0,0,0,106.425,C,Young Adult,U,Miss,1,1
0,T,0,28.0,0,0,14.5,S,Young Adult,U,Mr,1,1
1,F,1,22.0,0,2,49.5,C,Young Adult,B,Miss,3,0
1,F,1,36.0,0,2,71.0,S,Adult,B,Miss,3,0
0,T,1,9.0,4,2,31.275,S,Child,U,Miss,7,0
0,T,1,11.0,4,2,31.275,S,Child,U,Miss,7,0
1,S,0,32.0,1,0,26.0,S,Young Adult,U,Mr,2,0
0,F,0,50.0,1,0,106.425,C,Adult,C,Mr,2,0
0,F,0,54.0,0,0,26.0,S,Elderly,U,Mr,1,1
1,S,1,19.0,1,0,26.0,S,Young Adult,U,Mrs,2,0
1,S,0,28.0,0,0,13.8625,C,Young Adult,U,Mr,1,1
0,T,0,33.0,1,1,20.525,S,Young Adult,U,Mr,3,0
1,S,0,8.0,1,1,36.75,S,Child,U,Master,3,0
1,F,0,17.0,0,2,110.8833,C,Teenager,C,Mr,3,0
0,S,0,27.0,0,0,26.0,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.8292,Q,Young Adult,U,Mr,1,1
1,T,0,22.0,0,0,7.225,C,Young Adult,U,Mr,1,1
1,T,1,22.0,0,0,7.775,S,Young Adult,U,Miss,1,1
0,F,0,54.0,0,0,26.55,S,Elderly,U,Mr,1,1
1,F,1,48.0,1,0,39.6,C,Adult,A,Lady,2,0
0,F,0,28.0,0,0,112.07915,C,Young Adult,U,Mr,1,1
1,F,1,39.0,1,1,79.65,S,Adult,E,Mrs,3,0
1,T,1,36.0,1,0,17.4,S,Adult,U,Mrs,2,0
0,T,0,28.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
0,T,0,40.0,0,0,7.8958,S,Adult,U,Mr,1,1
0,S,0,28.0,0,0,13.5,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,8.05,S,Young Adult,U,Mr,1,1
0,T,1,28.0,0,0,8.05,S,Young Adult,U,Miss,1,1
0,T,0,24.0,2,0,24.15,S,Young Adult,U,Mr,3,0
0,T,0,19.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,1,29.0,0,4,21.075,S,Young Adult,U,Mrs,5,0
0,T,0,28.0,0,0,7.2292,C,Young Adult,U,Mr,1,1
1,T,0,32.0,0,0,7.8542,S,Young Adult,U,Mr,1,1
1,S,0,54.0,0,0,10.5,S,Elderly,U,Mr,1,1
1,F,1,53.0,2,0,51.4792,S,Adult,C,Mrs,3,0
1,F,0,36.0,0,0,26.3875,S,Adult,E,Mr,1,1
1,T,1,28.0,0,0,7.75,Q,Young Adult,U,Miss,1,1
0,T,0,16.0,0,0,8.05,S,Teenager,U,Mr,1,1
0,T,0,19.0,0,0,14.5,S,Young Adult,U,Mr,1,1
1,S,1,34.0,0,0,13.0,S,Young Adult,U,Miss,1,1
1,F,1,39.0,1,0,55.9,S,Adult,E,Mrs,2,0
0,T,1,28.0,1,0,14.4583,C,Young Adult,U,Mrs,2,0
1,T,0,32.0,0,0,7.925,S,Young Adult,U,Mr,1,1
1,S,1,25.0,1,1,30.0,S,Young Adult,U,Miss,3,0
1,F,1,39.0,1,1,110.8833,C,Adult,C,Mrs,3,0
0,S,0,54.0,0,0,26.0,S,Adult,U,Mr,1,1
0,F,0,36.0,0,0,40.125,C,Adult,A,Mr,1,1
0,T,0,28.0,0,0,8.7125,C,Young Adult,U,Mr,1,1
1,F,1,18.0,0,2,79.65,S,Teenager,E,Miss,3,0
0,S,0,47.0,0,0,15.0,S,Adult,U,Mr,1,1
1,F,0,54.0,1,1,79.2,C,Adult,B,Mr,3,0
0,T,0,22.0,0,0,8.05,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,8.05,S,Young Adult,U,Mr,1,1
0,T,0,35.0,0,0,7.125,S,Young Adult,U,Mr,1,1
1,F,1,52.0,1,0,78.2667,C,Adult,D,Mrs,2,0
0,T,0,47.0,0,0,7.25,S,Adult,U,Mr,1,1
0,T,1,28.0,0,2,7.75,Q,Young Adult,U,Miss,3,0
0,S,0,37.0,1,0,26.0,S,Adult,U,Mr,2,0
0,T,0,36.0,1,1,24.15,S,Adult,U,Mr,3,0
1,S,1,28.0,0,0,33.0,S,Young Adult,U,Miss,1,1
0,T,0,49.0,0,0,0.0,S,Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.225,C,Young Adult,U,Mr,1,1
1,F,0,49.0,1,0,56.9292,C,Adult,A,Sir,2,0
1,S,1,24.0,2,1,27.0,S,Young Adult,U,Mrs,4,0
0,T,0,28.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,F,0,28.0,0,0,42.4,S,Young Adult,U,Mr,1,1
0,T,0,44.0,0,0,8.05,S,Adult,U,Mr,1,1
1,F,0,35.0,0,0,26.55,C,Young Adult,U,Mr,1,1
0,T,0,36.0,1,0,15.55,S,Adult,U,Mr,2,0
0,T,0,30.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,F,0,27.0,0,0,30.5,S,Young Adult,U,Mr,1,1
1,S,1,22.0,1,2,41.5792,C,Young Adult,U,Mrs,4,0
1,F,1,40.0,0,0,112.07915,S,Adult,C,Miss,1,1
0,T,1,39.0,1,5,31.275,S,Adult,U,Mrs,7,0
0,T,0,28.0,0,0,7.05,S,Young Adult,U,Mr,1,1
1,T,1,28.0,1,0,15.5,Q,Young Adult,U,Miss,2,0
0,T,0,28.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
0,T,0,35.0,0,0,8.05,S,Young Adult,U,Mr,1,1
1,S,1,24.0,1,2,65.0,S,Young Adult,U,Miss,4,0
0,T,0,34.0,1,1,14.4,S,Young Adult,U,Mr,3,0
0,T,1,26.0,1,0,16.1,S,Young Adult,U,Mrs,2,0
1,S,1,4.0,2,1,39.0,S,Child,F,Miss,4,0
0,S,0,26.0,0,0,10.5,S,Young Adult,U,Mr,1,1
0,T,0,27.0,1,0,14.4542,C,Young Adult,U,Mr,2,0
1,F,0,42.0,1,0,52.5542,S,Adult,D,Mr,2,0
1,T,0,20.0,1,1,15.7417,C,Young Adult,U,Mr,3,0
0,T,0,21.0,0,0,7.8542,S,Young Adult,U,Mr,1,1
0,T,0,21.0,0,0,16.1,S,Young Adult,U,Mr,1,1
0,F,0,54.0,0,0,32.3208,S,Elderly,D,Mr,1,1
0,S,0,54.0,0,0,12.35,Q,Adult,U,Rev,1,1
1,F,1,21.0,0,0,77.9583,S,Young Adult,D,Miss,1,1
0,T,0,26.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.7333,Q,Young Adult,U,Mr,1,1
1,F,0,54.0,0,0,30.0,S,Elderly,A,Mr,1,1
0,T,0,51.0,0,0,7.0542,S,Adult,U,Mr,1,1
1,F,0,32.0,0,0,30.5,C,Young Adult,B,Dr,1,1
0,F,0,28.0,0,0,0.0,S,Young Adult,U,Mr,1,1
0,T,1,9.0,3,2,27.9,S,Child,U,Miss,6,0
1,S,1,28.0,0,0,13.0,S,Young Adult,U,Miss,1,1
0,T,0,32.0,0,0,7.925,S,Young Adult,U,Mr,1,1
0,S,0,31.0,1,1,26.25,S,Young Adult,U,Mr,3,0
0,T,1,41.0,0,5,39.6875,S,Adult,U,Mrs,6,0
0,T,0,28.0,1,0,16.1,S,Young Adult,U,Mr,2,0
0,T,0,20.0,0,0,7.8542,S,Young Adult,U,Mr,1,1
1,F,1,24.0,0,0,69.3,C,Young Adult,B,Mlle,1,1
0,T,1,2.0,3,2,27.9,S,Child,U,Miss,6,0
1,T,0,28.0,0,0,56.4958,S,Young Adult,U,Mr,1,1
1,T,1,0.75,2,1,19.2583,C,Child,U,Miss,4,0
1,F,0,48.0,1,0,76.7292,C,Adult,D,Mr,2,0
0,T,0,19.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,F,0,54.0,0,0,35.5,C,Adult,A,Col,1,1
0,T,0,28.0,0,0,7.55,S,Young Adult,U,Mr,1,1
1,T,1,23.0,0,0,7.55,S,Young Adult,U,Miss,1,1
0,T,0,28.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,S,1,18.0,0,1,23.0,S,Teenager,U,Miss,2,0
0,T,0,21.0,0,0,8.4333,S,Young Adult,U,Mr,1,1
1,T,1,28.0,0,0,7.8292,Q,Young Adult,U,Miss,1,1
0,T,1,18.0,0,0,6.75,Q,Teenager,U,Miss,1,1
0,S,0,24.0,2,0,73.5,S,Young Adult,U,Mr,3,0
0,T,0,28.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,1,32.0,1,1,15.5,Q,Young Adult,U,Mrs,3,0
0,S,0,23.0,0,0,13.0,S,Young Adult,U,Mr,1,1
0,F,0,54.0,0,2,112.07915,C,Adult,D,Mr,3,0
1,F,0,50.0,2,0,112.07915,S,Adult,U,Dr,3,0
0,T,0,40.0,0,0,7.225,C,Adult,U,Mr,1,1
0,F,0,47.0,0,0,25.5875,S,Adult,E,Mr,1,1
0,T,0,36.0,0,0,7.4958,S,Adult,U,Mr,1,1
1,T,0,20.0,1,0,7.925,S,Young Adult,U,Mr,2,0
0,S,0,32.0,2,0,73.5,S,Young Adult,U,Mr,3,0
0,S,0,25.0,0,0,13.0,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.775,S,Young Adult,U,Mr,1,1
0,T,0,43.0,0,0,8.05,S,Adult,U,Mr,1,1
1,F,1,28.0,1,0,52.0,S,Young Adult,C,Mrs,2,0
1,S,1,40.0,1,1,39.0,S,Adult,U,Mrs,3,0
0,F,0,31.0,1,0,52.0,S,Young Adult,B,Mr,2,0
0,S,0,54.0,0,0,10.5,S,Elderly,U,Mr,1,1
1,S,0,31.0,0,0,13.0,S,Young Adult,U,Mr,1,1
0,S,0,28.0,0,0,0.0,S,Young Adult,U,Mr,1,1
0,T,0,18.0,0,0,7.775,S,Teenager,U,Mr,1,1
0,T,0,24.5,0,0,8.05,S,Young Adult,U,Mr,1,1
1,T,1,18.0,0,0,9.8417,S,Teenager,U,Miss,1,1
0,T,1,43.0,1,6,46.9,S,Adult,U,Mrs,8,0
1,F,0,36.0,0,1,112.07915,C,Adult,B,Mr,2,0
0,T,1,28.0,0,0,8.1375,Q,Young Adult,U,Miss,1,1
1,F,0,27.0,0,0,76.7292,C,Young Adult,D,Mr,1,1
0,T,0,20.0,0,0,9.225,S,Young Adult,U,Mr,1,1
0,T,0,14.0,5,2,46.9,S,Teenager,U,Mr,8,0
0,S,0,54.0,1,1,39.0,S,Adult,U,Mr,3,0
0,S,0,25.0,1,2,41.5792,C,Young Adult,U,Mr,4,0
0,T,0,14.0,4,1,39.6875,S,Teenager,U,Mr,6,0
0,T,0,19.0,0,0,10.1708,S,Young Adult,U,Mr,1,1
0,T,0,18.0,0,0,7.7958,S,Teenager,U,Mr,1,1
1,F,1,15.0,0,1,112.07915,S,Teenager,B,Miss,2,0
1,F,0,31.0,1,0,57.0,S,Young Adult,B,Mr,2,0
1,T,1,4.0,0,1,13.4167,C,Child,U,Miss,2,0
1,T,0,28.0,0,0,56.4958,S,Young Adult,U,Mr,1,1
0,T,0,25.0,0,0,7.225,C,Young Adult,U,Mr,1,1
0,F,0,54.0,0,0,26.55,S,Adult,U,Col,1,1
0,S,0,52.0,0,0,13.5,S,Adult,U,Mr,1,1
0,T,0,44.0,0,0,8.05,S,Adult,U,Mr,1,1
1,T,1,28.0,0,0,7.7333,Q,Young Adult,U,Miss,1,1
0,F,0,49.0,1,1,110.8833,C,Adult,C,Mr,3,0
0,T,0,42.0,0,0,7.65,S,Adult,F,Mr,1,1
1,F,1,18.0,1,0,112.07915,C,Teenager,C,Mrs,2,0
1,F,0,35.0,0,0,26.2875,S,Young Adult,E,Mr,1,1
0,T,1,18.0,0,1,14.4542,C,Teenager,U,Miss,2,0
0,T,0,25.0,0,0,7.7417,Q,Young Adult,U,Mr,1,1
0,T,0,26.0,1,0,7.8542,S,Young Adult,U,Mr,2,0
0,S,0,39.0,0,0,26.0,S,Adult,U,Mr,1,1
1,S,1,45.0,0,0,13.5,S,Adult,U,Mrs,1,1
1,F,0,42.0,0,0,26.2875,S,Adult,E,Mr,1,1
1,F,1,22.0,0,0,112.07915,S,Young Adult,U,Miss,1,1
1,T,0,28.0,1,1,15.2458,C,Young Adult,U,Master,3,0
1,F,1,24.0,0,0,49.5042,C,Young Adult,C,Mlle,1,1
0,F,0,28.0,0,0,26.55,S,Young Adult,C,Mr,1,1
1,F,0,48.0,1,0,52.0,S,Adult,C,Mr,2,0
0,T,0,29.0,0,0,9.4833,S,Young Adult,U,Mr,1,1
0,S,0,52.0,0,0,13.0,S,Adult,U,Mr,1,1
0,T,0,19.0,0,0,7.65,S,Young Adult,F,Mr,1,1
1,F,1,38.0,0,0,112.07915,C,Adult,C,Miss,1,1
1,S,1,27.0,0,0,10.5,S,Young Adult,E,Miss,1,1
0,T,0,28.0,0,0,15.5,Q,Young Adult,U,Mr,1,1
0,T,0,33.0,0,0,7.775,S,Young Adult,U,Mr,1,1
1,S,1,6.0,0,1,33.0,S,Child,U,Miss,2,0
0,T,0,17.0,1,0,7.0542,S,Teenager,U,Mr,2,0
0,S,0,34.0,0,0,13.0,S,Young Adult,U,Mr,1,1
0,S,0,50.0,0,0,13.0,S,Adult,U,Mr,1,1
1,F,0,27.0,1,0,53.1,S,Young Adult,E,Mr,2,0
0,T,0,20.0,0,0,8.6625,S,Young Adult,U,Mr,1,1
1,S,1,30.0,3,0,21.0,S,Young Adult,U,Mrs,4,0
1,T,1,28.0,0,0,7.7375,Q,Young Adult,U,Miss,1,1
0,S,0,25.0,1,0,26.0,S,Young Adult,U,Mr,2,0
0,T,1,25.0,1,0,7.925,S,Young Adult,U,Miss,2,0
1,F,1,29.0,0,0,112.07915,S,Young Adult,B,Miss,1,1
0,T,0,11.0,0,0,18.7875,C,Child,U,Mr,1,1
0,S,0,28.0,0,0,0.0,S,Young Adult,U,Mr,1,1
0,S,0,23.0,0,0,13.0,S,Young Adult,U,Mr,1,1
0,S,0,23.0,0,0,13.0,S,Young Adult,U,Mr,1,1
0,T,0,28.5,0,0,16.1,S,Young Adult,U,Mr,1,1
0,T,1,48.0,1,3,34.375,S,Adult,U,Mrs,5,0
1,F,0,35.0,0,0,112.07915,C,Young Adult,B,Mr,1,1
0,T,0,28.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
0,T,0,28.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,F,0,28.0,0,0,30.0,S,Young Adult,D,Mr,1,1
0,F,0,36.0,1,0,78.85,S,Adult,C,Mr,2,0
1,F,1,21.0,2,2,112.07915,C,Young Adult,B,Miss,5,0
0,T,0,24.0,1,0,16.1,S,Young Adult,U,Mr,2,0
1,T,0,31.0,0,0,7.925,S,Young Adult,U,Mr,1,1
0,F,0,54.0,1,1,71.0,S,Elderly,B,Capt,3,0
0,T,0,16.0,1,1,20.25,S,Teenager,U,Mr,3,0
1,S,1,30.0,0,0,13.0,S,Young Adult,U,Miss,1,1
0,F,0,19.0,1,0,53.1,S,Young Adult,D,Mr,2,0
0,T,0,31.0,0,0,7.75,Q,Young Adult,U,Mr,1,1
1,S,1,4.0,1,1,23.0,S,Child,U,Miss,3,0
1,T,0,6.0,0,1,12.475,S,Child,E,Master,2,0
0,T,0,33.0,0,0,9.5,S,Young Adult,U,Mr,1,1
0,T,0,23.0,0,0,7.8958,S,Young Adult,U,Mr,1,1
1,S,1,48.0,1,2,65.0,S,Adult,U,Mrs,4,0
1,S,0,0.67,1,1,14.5,S,Child,U,Master,3,0
0,T,0,28.0,0,0,7.7958,S,Young Adult,U,Mr,1,1
0,S,0,18.0,0,0,11.5,S,Teenager,U,Mr,1,1
0,T,0,34.0,0,0,8.05,S,Young Adult,U,Mr,1,1
1,F,1,33.0,0,0,86.5,S,Young Adult,B,Countess,1,1
0,T,0,28.0,0,0,14.5,S,Young Adult,U,Mr,1,1
0,T,0,41.0,0,0,7.125,S,Adult,U,Mr,1,1
1,T,0,20.0,0,0,7.2292,C,Young Adult,U,Mr,1,1
1,F,1,36.0,1,2,112.07915,S,Adult,B,Mrs,4,0
0,T,0,16.0,0,0,7.775,S,Teenager,U,Mr,1,1
1,F,1,51.0,1,0,77.9583,S,Adult,D,Mrs,2,0
0,F,0,28.0,0,0,39.6,C,Young Adult,U,Dr,1,1
0,T,1,30.5,0,0,7.75,Q,Young Adult,U,Miss,1,1
0,T,0,28.0,1,0,24.15,Q,Young Adult,U,Mr,2,0
0,T,0,32.0,0,0,8.3625,S,Young Adult,U,Mr,1,1
0,T,0,24.0,0,0,9.5,S,Young Adult,U,Mr,1,1
0,T,0,48.0,0,0,7.8542,S,Adult,U,Mr,1,1
0,S,1,54.0,0,0,10.5,S,Adult,E,Mrs,1,1
0,T,0,28.0,0,0,7.225,C,Young Adult,U,Mr,1,1
1,S,1,54.0,1,3,23.0,S,Adult,U,Mrs,5,0
0,T,0,18.0,0,0,7.75,S,Teenager,U,Mr,1,1
0,T,0,28.0,0,0,7.75,Q,Young Adult,F,Mr,1,1
